xr_θ0,bh_Σ1,mk_ψ22,mk_μ3,fp_δ94,fp_ψ25,gy_μ6
-1.0,3.126899,-31.161552,7.69094,-1.25143,1.35991,14.317158
-0.96025,-0.578377,-34.910761,0.591752,-1.006474,-5.012298,15.713619
1.763982,0.61238,-35.392417,-7.384508,1.090552,1.78407,14.57159
-1.0,-1.163201,-28.075878,-5.263633,-0.284279,3.377107,15.415502
-2.40713,3.332775,-37.181895,-3.003786,0.070321,-0.85175,15.744289
1.0,4.079928,-38.16635,5.735392,-0.805362,3.986625,12.434973
0.328867,9.300261,-40.443576,-4.128503,-1.287977,1.528307,15.411145
-0.864732,10.742412,-30.818076,8.48135,-0.471732,-7.882756,14.005775
-1.0,-1.444555,-35.511443,5.054022,-0.072727,-1.649839,14.521159
1.0,-2.911056,-27.858567,3.392833,-0.26417,1.695403,15.757805
1.0,-1.396164,-26.508666,7.130963,0.362848,-6.334911,13.210486
-0.055859,5.912839,-30.51181,9.582468,1.805372,-10.528974,14.031881
0.0,7.674826,-28.329258,6.888731,0.531875,-0.266777,10.672689
-0.101434,0.907187,-32.819032,6.016813,-0.582465,2.408562,15.12555
-1.124343,7.421895,-39.9046,-1.953969,-0.49026,-7.629424,12.978558
0.239418,9.026569,-32.63514,5.710265,0.703878,0.394848,10.506859
-1.0,6.72176,-34.945514,2.741238,-0.28628,-2.95106,14.004051
0.0,10.149118,-33.081441,-5.856335,-1.940218,-0.86079,12.893623
0.206836,3.049792,-38.418947,-6.436227,0.943304,-3.513421,15.068142
1.0,2.263078,-25.037004,2.579007,-1.137286,-1.888049,13.310825
1.0,4.030476,-31.156453,5.16832,-0.999269,-4.67077,11.402065
1.469507,6.371042,-33.419836,6.328498,-0.72987,-2.198692,14.778932
-0.591061,0.679107,-38.645005,5.471546,-0.075753,3.999023,14.763402
1.0,8.667824,-26.376667,2.645322,-1.421619,5.765436,14.078628
1.338419,3.004463,-27.947219,-8.356603,-0.059202,-1.734815,10.661739
1.002672,6.303301,-30.061829,0.930963,-0.786287,-1.302515,13.539318
-1.0,-6.935289,-32.876904,11.636043,-0.51587,-3.662437,12.152613
-1.0,1.020984,-22.84004,-5.674416,-0.033685,0.614405,14.846411
0.316081,10.368964,-39.458529,5.765798,-0.868401,-4.719117,15.024263
-0.070474,4.428265,-37.925735,-2.523785,-0.543647,-0.223269,11.557389
-0.784655,12.741247,-33.465462,4.183658,0.375463,-2.204238,12.400944
1.0,5.741073,-31.247403,1.98648,0.142259,2.799355,11.535061
2.060074,7.297886,-34.012128,3.439212,-0.43214,0.876547,12.45829
-0.786128,3.093443,-27.003931,10.680855,0.454548,-2.258374,12.81484
-1.0,5.390223,-25.164026,-1.168942,-0.345744,-1.265025,13.939374
0.0,1.143302,-37.095551,4.83806,-0.771246,-10.544139,13.306768
0.0,6.500557,-36.063764,-1.063101,0.726759,-2.399144,12.598838
0.0,1.433188,-30.725655,1.070381,-0.981117,-8.382231,13.227929
-1.0,8.150962,-29.822951,2.27344,0.839332,-3.963361,12.911598
0.0,4.859961,-37.042643,3.748664,-0.948713,-1.577521,11.536189
-1.0,4.785218,-31.943174,4.449246,0.170633,-2.748615,11.817834
1.0,8.106718,-29.128156,6.964583,0.154053,2.875385,12.810901
1.0,3.208483,-34.213158,-0.758858,-0.754141,1.587258,12.260434
1.0,11.030879,-36.99973,3.461854,0.407878,0.728789,12.549305
1.062064,2.607417,-32.27196,1.516048,-0.748688,-0.81165,11.892623
1.0,6.643715,-33.520541,3.895859,0.635932,-0.156754,13.627876
0.0,1.135758,-38.601423,-4.091464,-0.913963,3.510443,11.309278
0.0,-4.853423,-30.424133,-3.927798,-0.281982,1.02556,10.674095
-1.0,-0.230021,-26.792803,-5.226235,0.588827,-5.747822,12.991278
-0.517144,5.426513,-25.133726,12.374355,-0.515526,-3.366446,11.048916
0.0,8.559519,-28.450775,-4.335418,0.612673,-7.454492,10.909679
-0.062568,1.373426,-39.540421,14.067014,0.18612,-3.474555,11.394564
0.0,3.622432,-27.999583,16.919339,0.461809,0.170414,14.207993
-1.846638,5.979857,-30.766079,7.751795,0.721578,-3.023426,13.622008
-0.087493,1.899262,-40.432077,-6.877016,0.539004,-2.770565,10.506336
-0.413974,6.839995,-27.344503,4.57946,0.415517,2.200379,11.679729
0.126504,-9.938218,-33.378664,1.578178,1.997283,-0.754313,15.770335
0.490126,8.022197,-23.381373,-0.816744,0.503482,-3.078511,10.73925
-1.0,4.228945,-30.441881,0.150681,0.336059,2.160446,12.133568
1.499334,4.61507,-28.469035,-6.245747,0.757798,-1.344523,14.422468
0.0,-2.504332,-26.966564,-0.848104,-0.787335,-4.187955,13.329228
-0.194322,-2.778914,-22.789392,12.267926,0.910705,-4.298648,12.41758
-1.652401,7.616265,-36.969673,-3.692938,0.400835,-4.703664,13.717167
1.0,-3.516378,-26.7173,7.032018,-0.291738,-0.705246,11.51034
-0.077347,5.769733,-27.055086,6.939547,-0.017336,-2.856739,12.98182
-0.633211,0.133684,-25.973554,7.811969,-0.265429,-2.29265,11.141909
-0.283384,9.688609,-37.11474,7.506374,0.069155,-6.831803,11.636234
0.066009,6.728161,-36.395899,2.33496,0.358956,5.525359,11.978379
-1.212351,5.85134,-26.016213,6.94953,-0.068505,-2.891838,11.470376
1.066964,9.830461,-38.408485,-2.077747,0.108082,-1.541258,11.113358
-2.057405,8.463685,-36.889302,4.318254,0.110339,0.639473,10.875363
-1.0,10.25242,-38.118195,1.843567,0.174479,-5.23591,14.514285
-0.02667,0.75704,-31.084761,-1.165416,0.243404,-9.656615,13.354762
-0.928518,-7.630395,-37.667451,5.270614,0.501117,-0.857721,11.865653
-0.134127,5.188641,-30.186103,-3.134997,-1.23816,4.087935,10.913158
1.0,2.710282,-36.014614,8.608683,0.018143,-0.167876,13.123165
-0.729556,1.603228,-39.998535,8.314559,-0.358758,-3.933049,14.589592
0.826494,-4.507007,-34.595883,16.890745,-0.279488,-3.025161,15.651635
1.0,-13.419059,-32.412878,-2.4018,0.522392,1.687251,15.308678
1.369226,14.030137,-31.918502,12.066177,-0.824246,1.316495,14.350059
-1.0,5.800628,-37.240844,8.676185,-0.609558,-2.26168,10.58582
-0.597222,14.104402,-30.276288,5.222176,-1.335978,-4.355665,15.42501
-0.533033,7.17614,-23.019217,-8.880628,1.284049,-5.400007,14.542785
0.0,10.351305,-33.810625,-4.872687,-0.72319,1.332834,12.318296
-0.520067,0.564257,-31.594263,-0.291374,-0.199193,2.874068,10.653918
-1.766919,-5.185696,-23.22591,3.686717,0.563195,-7.800077,10.80117
-1.797115,5.884853,-34.357878,0.592169,-0.277633,-0.491498,12.470676
1.0,1.258264,-22.313135,6.77895,-0.352289,-3.810298,14.758365
0.0,4.121076,-35.723985,3.811229,0.002521,-6.199669,15.294319
-1.709995,2.466298,-36.276331,9.37872,0.535854,1.913259,14.032949
1.0,-6.719649,-35.169348,-0.146568,-0.085603,-1.261631,11.126974
-1.0,-1.32523,-27.905868,4.676161,-0.01607,2.50986,12.947479
0.370261,5.758833,-30.990059,-3.483506,-1.096106,0.486414,14.128835
-1.0,0.416464,-24.889776,3.784755,0.274881,-1.948375,11.415528
1.0,9.398762,-36.743181,2.63778,-0.520648,7.204787,14.432211
-0.279756,11.868368,-35.36226,-10.067632,-0.496649,-4.079353,14.287504
-1.0,-2.933751,-24.42596,1.517316,-0.150313,0.434175,11.894816
1.425974,-2.280958,-31.384431,-1.995311,0.284895,-4.162573,15.323294
0.0,5.563396,-22.094524,-6.759849,0.320928,-4.196684,15.017505
-1.0,-4.556238,-36.850302,2.540835,-0.043071,-3.551522,15.352551
-1.0,7.713485,-39.56892,-0.698035,0.155222,-3.32524,15.513094
0.0,7.545551,-32.850834,4.56761,-1.492338,-1.437935,13.106068
-1.0,10.072458,-32.565839,2.559793,0.730875,-3.163554,13.398957
-0.184545,-1.552814,-40.232463,-3.75875,-0.102998,1.454951,12.25647
1.0,3.413281,-38.527894,-2.431093,-0.680775,1.378445,15.360792
0.848004,5.914334,-39.32583,5.078755,0.095303,-1.357785,13.178706
-1.0,5.22113,-35.809908,-5.992251,-0.428768,-2.238213,15.46004
0.0,4.575595,-36.530546,6.082755,-1.011262,-2.21243,15.227696
-1.0,4.879872,-35.679768,-0.548736,0.0833,-6.284805,12.717612
-1.366261,10.192958,-40.819974,6.227774,-0.191679,-0.387212,13.892363
0.0,-6.644286,-35.590815,14.766808,1.093918,-4.7955,15.444335
-0.337693,-7.534109,-24.122984,4.711301,0.397836,-5.647844,13.008554
0.260883,1.511106,-40.151951,5.410393,-0.583563,-5.618454,11.945746
0.416441,3.42507,-25.646242,6.722787,-2.292263,-1.409621,12.029015
1.0,2.98112,-27.392935,-2.298091,0.965395,0.741723,13.7261
0.0,4.56951,-28.656701,10.728257,-0.829715,9.000058,11.964212
-0.564699,1.922345,-40.554681,0.121865,0.252662,-1.635542,13.277167
1.162692,-4.103287,-36.489265,-0.431021,-0.105111,0.292571,12.320906
-1.0,5.272819,-28.392374,1.420388,-0.49914,1.622727,15.548741
1.0,5.522172,-36.325449,8.271197,-0.76875,1.103448,12.192548
0.0,6.553844,-34.976736,1.730725,0.020186,0.747499,12.817389
0.0,0.607826,-31.484651,-3.666246,0.293591,-0.2676,11.996017
0.306006,3.769794,-26.757194,7.812283,0.066142,9.26596,11.602827
0.0,7.083871,-33.42128,-2.510134,-0.791807,0.887719,11.853482
0.178087,-7.776287,-29.098578,8.59638,-0.419743,0.37288,11.491163
0.836774,3.569697,-40.088193,8.034532,-0.103283,-5.820727,11.570815
-1.0,4.824717,-24.958098,1.261358,-0.112837,-4.202039,12.260752
0.332611,1.427956,-26.969521,7.254761,0.499889,-8.174944,12.733833
0.0,-1.635289,-37.035872,-0.460446,-0.511952,-2.60769,11.058175
1.0,-0.341084,-33.741378,4.474977,0.335311,0.539574,13.426959
-0.589836,6.590982,-40.17033,1.491655,-0.690979,0.453051,13.115307
1.229316,9.659432,-37.4069,0.729588,-0.115394,0.986792,10.530614
0.0,6.265582,-40.992954,1.644686,-0.43639,2.628157,12.50184
0.0,12.738861,-40.776325,-5.567215,0.236621,-3.092809,10.571772
1.018412,4.585018,-22.767351,14.071527,-0.216812,-5.388859,13.863178
1.909203,15.503258,-39.742414,0.626373,0.361538,-0.592978,10.682586
0.099792,4.616959,-39.54699,8.189063,-0.113122,-3.188255,15.778707
-0.668681,-1.334218,-25.09197,1.666173,-0.018111,-8.185174,13.406468
-1.0,-6.289012,-28.525112,-7.606137,-1.182721,-2.733465,11.312694
-1.0,9.348133,-25.991376,-2.894672,0.242701,-1.889989,11.197317
-0.786403,-0.141673,-34.671989,-11.598783,0.586259,-5.73178,12.990217
-1.452046,8.894708,-26.69365,-4.291981,0.647339,0.090558,11.534427
1.0,10.905754,-38.706405,0.916155,0.140047,-4.422502,15.428743
1.0,5.799816,-22.94034,4.019315,-0.792075,-1.268843,12.716654
0.0,7.905773,-33.27035,0.21527,0.177527,-1.733026,13.152188
-0.48501,9.462916,-26.566107,6.726033,-1.142586,-2.756129,12.164661
0.0,3.144091,-35.845729,2.397328,-0.274004,-4.293969,14.474077
1.495249,4.637888,-25.580254,2.707555,-0.41168,0.104602,11.973503
-0.668717,-1.2249,-31.697489,12.273265,-0.051761,8.129293,13.924389
-0.261648,5.804786,-28.043587,5.364752,-0.661565,2.355146,13.893023
0.116878,8.259448,-38.032125,5.546957,-0.091752,5.075467,12.505529
0.0,3.409388,-23.567316,5.598707,-0.071656,-3.207092,14.727199
0.0,11.691697,-35.752212,-2.378264,-0.143548,-1.767388,15.318741
1.019012,13.228973,-32.242994,1.693877,1.135481,-2.704885,12.966787
0.644095,0.364194,-38.253771,1.164508,0.462049,-6.288748,12.348444
-1.0,14.878543,-25.519565,-4.783458,-0.666662,2.815425,14.401465
-0.576337,5.438778,-35.810123,-1.587306,0.139706,-2.159113,11.799401
-1.0,7.962193,-28.031828,7.189015,0.292629,2.237543,13.512534
-1.314608,1.093903,-26.303994,-0.475427,-0.844497,-1.485149,13.43218
0.0,6.306248,-33.393402,6.494735,-0.592471,1.624593,14.877218
1.0,-0.579257,-26.278127,2.599899,0.061492,-0.067566,12.357717
1.0,4.506162,-35.976008,3.1079,-0.167501,-6.088296,11.651769
0.207292,-9.162268,-32.666082,2.099992,1.129106,-4.376488,15.084424
1.32992,-1.533509,-22.807469,-1.43442,-0.357247,2.057138,13.867505
1.0,13.524909,-39.445976,2.037037,-0.029446,3.828048,10.848612
0.401026,8.59381,-27.138225,-0.301377,0.899469,-8.587506,14.365253
0.0,1.183004,-22.125617,-11.663711,-0.11742,-4.640084,11.998645
0.354699,10.885928,-35.287851,8.68759,-0.935865,-4.624409,12.929695
0.0,6.608523,-29.955812,-0.218132,0.535978,-1.988464,11.247307
-0.102534,-5.201844,-37.906847,-0.326882,-0.468155,-3.303067,15.662013
1.0,3.478135,-33.963492,-3.152234,-0.961571,-2.699889,14.250589
0.596586,7.833995,-31.888722,-1.053741,-0.251945,-1.011164,12.723623
-1.0,10.02997,-28.722852,-7.148679,-0.726109,0.568312,13.632382
1.0,-4.044991,-40.719046,3.723988,-0.765881,2.606119,10.709259
1.0,3.539472,-28.727433,4.952532,0.400372,0.971862,15.575358
0.0,2.716418,-36.205239,-4.642347,-0.322987,3.742387,14.256322
1.0,11.548118,-37.05924,4.21119,-0.88759,1.036082,10.677326
1.294176,4.100539,-35.642708,11.320313,-0.358729,-2.052944,13.399515
-1.091413,-2.036878,-28.561212,3.709687,0.466942,-0.823168,14.131252
-1.0,-0.140505,-29.309733,-4.440416,0.23489,-7.272245,11.904813
1.0,0.88946,-22.571648,1.083304,-0.093099,-1.915244,15.426459
0.0,-3.574348,-22.183964,-0.124198,1.191035,-13.200543,13.006653
0.0,3.134367,-30.419612,-4.0738,0.646001,-3.697357,12.479349
-1.0,5.511256,-23.691459,1.536688,0.426505,-10.542423,15.15492
1.0,-1.458133,-24.123182,-3.539708,-0.158006,-10.055646,13.843518
1.0,-5.48325,-37.161856,-12.726308,-0.729534,-1.965205,11.961055
1.0,-8.494574,-40.728888,7.606867,-0.970707,2.867471,12.393583
-0.406076,13.617925,-39.374977,0.105942,-0.738969,4.643635,15.012803
1.0,-2.48486,-29.536369,1.48311,-1.247773,-0.599031,13.26633
0.412522,-0.075159,-30.334965,-1.069387,-0.195106,1.749803,14.848095
0.0,8.453685,-37.875677,-5.266496,-0.911338,-4.147005,11.634351
0.0,17.367953,-41.288391,6.133916,0.001605,1.941456,14.957301
-1.0,-3.200859,-31.353557,6.621088,0.580474,-0.454322,13.638838
0.283615,8.462155,-26.27885,-5.610112,-0.356386,-2.0541,12.098169
0.838383,-2.169052,-30.356869,-3.525211,-0.305238,-2.457706,12.156649
1.0,7.796021,-26.782321,5.027591,-0.348511,-4.817046,10.664378
0.0,1.30951,-38.505327,1.572701,1.298024,-3.361196,15.088252
0.0,3.925961,-24.365969,-6.529622,0.60503,-7.214277,15.157141
0.0,2.789205,-39.916769,-3.815486,0.172505,1.743608,12.019393
1.0,1.792856,-32.94379,3.737023,-0.410822,0.870762,15.357319
0.502994,9.309308,-34.552999,-1.357831,-0.501306,-5.411155,13.864579
1.901836,-0.992312,-30.219667,-0.283319,-1.131764,-2.705416,12.399748
-1.0,3.722682,-39.700906,5.480501,0.36075,-0.293245,11.541736
0.084794,1.508891,-32.892635,7.564148,-0.432734,1.258893,13.607082
-1.0,8.744976,-35.970984,0.069343,0.459538,-2.610559,15.090572
0.76112,13.388233,-29.050129,-1.717218,0.295314,5.254566,13.849262
1.494064,13.186524,-33.068353,10.723069,-1.112911,-0.500872,12.799045
-0.083606,-0.96258,-25.216514,-3.571759,0.083996,-1.730843,11.759564
1.0,3.810238,-36.558427,3.254895,0.322324,-4.485856,13.154546
0.517554,4.533951,-24.432644,11.834485,-0.398894,3.971174,13.744746
0.622059,6.693143,-29.601742,-3.387203,0.460632,-7.734091,15.307665
-1.459588,4.833731,-33.601199,-10.032399,-0.285985,-5.853179,12.390536
1.0,13.069056,-39.327729,0.661601,-0.125447,1.244594,14.25041
1.474505,7.41886,-41.063109,0.684958,-0.803556,-0.71787,11.508156
0.669993,-0.737546,-33.178388,-1.005237,0.095454,1.684663,14.478589
0.078352,-6.21697,-24.009269,0.5674,1.163222,-0.354198,15.41631
-1.0,0.562017,-39.934542,-1.368078,-0.416913,-11.441044,12.491171
0.864573,5.196539,-27.015331,-1.474232,1.04066,-4.065699,10.704817
0.085498,2.046126,-36.670357,7.228904,0.225334,-6.702131,15.287037
-1.0,9.8796,-22.708853,10.041536,0.674247,-5.566558,15.433589
-1.418726,-1.239265,-28.461287,6.820419,-0.499814,-3.174821,15.545983
-2.196224,-0.724533,-33.825658,7.805267,-0.345247,0.833821,11.510695
-1.0,-0.662988,-33.958579,-6.522558,0.998744,-1.98938,11.993322
-1.530308,4.761613,-34.163055,1.003116,0.080972,-0.819167,13.251393
-1.525391,4.094835,-37.807881,11.297349,0.032828,1.929836,11.836805
-0.725878,7.830411,-27.955787,4.696019,-0.635758,1.752811,15.272695
-1.0,-0.887115,-34.638058,-7.768478,-0.419718,0.5044,13.962819
1.026002,9.917958,-24.294121,12.018988,-0.360165,-2.286573,10.446834
-0.358182,-0.931005,-27.740288,-0.669386,0.016859,0.713327,12.001023
-0.233826,5.484706,-32.824249,7.964667,0.38477,-0.574917,14.37135
1.0,2.736424,-37.469186,3.800035,0.234709,-0.710435,12.81378
-1.468748,5.510237,-37.161095,-5.330362,1.350783,3.005119,15.035999
0.0,9.320204,-36.620965,-5.248553,0.248192,0.397107,12.413796
1.0,4.218739,-23.939457,8.722258,0.929931,-1.466721,12.703765
-1.193547,7.508729,-26.328461,5.683066,-0.383743,-3.380785,13.946971
-0.22262,-1.593532,-28.451136,4.514921,-0.718413,-0.461793,13.154557
1.0,3.988638,-29.21551,2.343211,0.329726,-2.644045,14.3066
-0.32193,-3.436638,-27.842432,-2.588729,0.863911,3.154679,11.742719
-2.197782,7.333465,-28.219142,-2.156169,0.339876,2.815982,11.725843
-0.477223,4.320026,-39.159022,2.176818,0.109074,-1.945236,13.546696
2.867079,3.751517,-25.748439,2.125002,0.251152,-5.84737,12.212455
-1.0,1.374451,-27.466639,-5.358731,0.972627,-0.955967,15.379961
-1.0,1.786757,-35.342511,-2.948057,0.384563,1.689447,12.46924
1.375987,8.862169,-36.471713,-4.464572,0.500935,-4.366905,15.027746
0.305829,3.578407,-31.573516,8.70247,-0.188875,-4.014989,15.425246
-0.631063,-3.361976,-34.600554,-0.173866,0.15757,-0.7773,14.442837
-1.961802,-5.4059,-35.469064,-1.318133,-0.26534,-3.057708,10.810525
-0.605917,-1.119628,-32.459276,5.578629,-0.004974,0.147233,12.29318
-0.974289,-1.467388,-31.293691,8.255486,-0.58653,1.335312,15.2726
-1.0,13.456613,-23.957169,2.740266,-1.106211,-1.954707,12.096479
1.0,4.875641,-33.48726,0.560173,0.80054,1.710983,10.737055
-0.436446,-1.276823,-28.529274,4.03572,-0.182801,-6.722401,15.772747
1.0,2.807236,-27.224366,-6.790531,0.770117,0.318262,12.439411
1.0,7.57659,-38.53951,11.488782,0.432487,-3.305534,15.199642
0.0,1.454403,-28.86445,-3.341881,-0.753862,1.528954,10.63125
-0.174217,3.438233,-39.470609,4.598944,-0.164633,-0.289066,14.546204
0.0,5.557497,-25.515125,-0.825386,1.317273,-2.561299,14.05311
1.0,0.769299,-36.06092,-3.820773,-0.035643,-2.988964,10.688947
0.892251,4.842434,-32.69062,-2.584765,0.430496,-2.229936,11.378315
1.398852,-4.250422,-26.175869,-0.459116,-1.418767,-2.445541,12.650474
1.0,-0.162894,-38.985937,-2.91742,-0.729066,-4.629272,14.128045
-1.0,7.491918,-31.66388,10.652527,0.077614,-4.068244,15.176397
1.331379,8.555603,-34.818519,3.545471,-0.425943,0.348456,13.965778
1.0,11.774171,-28.770515,4.129143,-0.026096,7.274107,13.902238
1.942189,-1.995213,-33.557394,-3.968091,0.548225,-1.481642,12.449593
-1.0,5.535927,-36.629656,-5.713249,-0.11003,2.468989,14.179378
-1.0,0.848475,-22.571779,-3.648722,-0.986308,2.780298,11.921116
-1.0,5.479579,-39.997425,9.741699,0.429535,-3.298758,12.938524
1.0,6.186759,-28.888004,2.222115,0.412257,-3.260499,15.527714
1.0,9.657291,-22.663575,6.011695,0.076352,-3.808332,14.237433
1.0,10.487465,-24.117904,9.682511,-0.462793,3.743403,11.100616
-0.501154,-8.162206,-28.876122,0.936566,-0.877457,-5.481682,10.811644
-1.851344,-3.833529,-31.207297,7.183488,-0.911481,-2.1271,13.684245
-0.353822,5.811539,-39.871977,11.755861,-0.108282,-6.695968,11.271427
-1.0,-0.829225,-30.509973,-4.197584,0.092882,4.473901,11.630129
1.698363,3.086915,-22.56919,7.143447,0.899711,-1.684764,12.603924
0.0,-1.60473,-40.495516,3.942842,-0.657262,-2.575323,10.765463
0.0,-4.576004,-35.843836,10.702523,0.232127,-2.512847,12.568347
1.0,3.344918,-29.857837,1.828943,0.629764,0.30865,14.245842
-0.6904,3.984475,-29.335598,1.004864,0.240848,2.452197,14.851966
1.0,5.183297,-29.035247,9.735243,-0.075077,-1.831328,14.376852
1.0,1.171552,-26.235558,6.114986,-0.428602,-2.653897,13.05636
-0.213011,4.160255,-24.92715,-3.706071,0.483113,-7.352015,10.886581
-0.692105,1.426493,-25.757847,7.457529,-0.245568,-7.477783,13.457874
-1.0,14.732128,-34.444309,4.234582,-0.857179,-1.616103,14.680412
1.0,8.763408,-30.171512,11.102716,-0.379692,-1.142523,12.661656
1.040557,2.64794,-27.234161,-3.813533,-0.112389,0.204512,15.562066
1.0,-0.896712,-24.889044,2.195019,0.056647,-2.574314,13.567503
-0.831054,2.427257,-33.198172,-4.568619,-0.442168,-3.977863,13.560976
-1.43017,0.952049,-32.634871,6.369993,1.046088,-7.37399,13.959116
0.0,1.605431,-26.7475,12.041836,0.200778,0.723613,12.748875
0.0,0.587688,-27.570168,-7.482197,-0.075306,3.304491,14.228506
-0.598295,6.033151,-32.617343,-0.263589,0.358629,0.931529,11.385603
0.0,12.796234,-31.510356,8.389402,0.46066,-2.886491,14.444276
1.125478,8.380104,-28.391684,12.165675,0.441811,-2.143505,15.259925
-1.0,3.427709,-35.753777,-8.152579,-1.13999,0.509221,11.109944
0.405308,2.066843,-38.236262,2.359077,0.229764,-4.678064,12.908097
1.0,3.730895,-37.576121,-0.383291,-0.605749,-2.745929,11.955153
0.373238,5.648947,-30.273129,7.796963,-0.14887,-7.976735,13.294825
-1.030636,1.25344,-23.980824,-12.003304,-0.61231,-4.771813,13.948523
-0.080197,5.702903,-23.511025,-5.305883,-0.433935,-2.51728,15.695975
-0.035054,10.573179,-35.315475,-4.422246,-0.067141,0.431356,14.883027
-0.267152,2.700669,-37.219171,-0.816074,-0.616944,3.854919,12.889819
-1.0,1.554895,-35.2169,8.98735,-0.129122,-2.8349,11.963691
0.181625,13.424046,-41.254604,1.456488,0.028599,-3.92911,12.375712
0.0,8.978769,-38.509062,2.108599,-0.428391,5.298349,12.177448
-1.0,-2.915855,-35.831774,8.746488,0.713583,-2.054827,10.670199
1.0,6.132906,-35.900596,-3.214523,-0.630025,2.284336,12.99468
-1.0,4.530945,-39.769519,0.731099,-0.44261,-2.9873,13.250202
1.0,11.957319,-36.86189,3.129861,-0.550333,-5.452051,11.994742
-1.0,10.751648,-39.007359,8.200094,0.156457,-7.077504,12.484844
-2.041585,4.753448,-30.554578,3.443761,-1.133322,2.723115,15.170783
-0.871797,14.864321,-22.671241,12.302204,-0.190707,-4.737396,12.202853
1.0,-11.086041,-39.107962,2.559666,-0.258328,-4.419251,11.677751
1.0,-2.104573,-31.441923,3.695713,0.596353,9.279435,15.390688
-1.0,5.596223,-24.564747,0.505845,-0.030012,-2.586938,12.186498
-0.242436,12.192744,-30.498932,-4.85629,0.297474,0.485583,10.548214
1.0,3.843959,-25.002026,6.409166,0.045448,-3.998417,14.216915
0.207967,6.870164,-32.473536,1.697503,-0.443372,-6.391964,15.066571
0.0,-2.334343,-32.111589,2.367742,-0.281215,-5.444687,12.527516
0.0,-3.780129,-31.915442,2.864589,-0.33913,-4.237905,10.806868
0.0,8.627862,-25.863677,-4.130056,-0.932441,-11.178772,14.960193
0.0,-5.110944,-29.449938,-2.005829,-0.280454,-0.491965,13.344525
-1.0,7.20857,-35.467453,2.134431,-0.134566,-2.335418,10.852621
-0.074824,12.163741,-32.612856,-0.565162,-0.123785,0.394884,15.701257
0.0,8.842223,-41.031339,8.190586,0.874331,-2.614823,10.974452
0.039771,4.616297,-30.599445,4.406138,-1.199929,7.023158,14.522159
-1.409891,8.077681,-40.883634,5.449608,-0.580234,2.809803,15.633907
0.0,8.234788,-34.926158,-0.647999,0.054357,-2.244968,12.163868
0.030282,15.080851,-26.506529,11.279385,-0.626903,3.468663,14.760092
-1.0,10.741471,-30.126669,1.46245,0.048728,0.800646,12.734249
1.261254,1.330908,-31.577446,4.532895,0.094612,2.08236,12.090129
1.0,-0.40194,-25.227245,-6.334758,0.793944,3.699114,11.698488
-0.467189,4.461309,-32.452243,-2.643152,-0.056562,-0.913842,10.698106
1.0,-3.042574,-36.004304,0.41809,0.546457,-6.321339,11.054973
-1.0,0.560989,-27.702909,5.118532,-0.727944,-1.584065,15.456435
-1.0,-0.742417,-28.055903,-7.323203,-0.338012,-0.115338,14.503727
-1.0,-1.632223,-26.257385,4.749198,-0.835196,-6.143508,12.507518
0.997663,4.909514,-36.773151,-6.119086,-0.819654,-4.627055,13.974088
-0.688398,7.183355,-38.385573,2.358225,-0.920114,-6.603178,13.631103
0.296436,5.784395,-22.191716,5.422977,0.406029,-1.548923,15.41165
0.651209,2.745582,-39.101621,-6.162115,-0.895438,4.853146,13.410544
-1.0,5.82636,-22.497084,0.702489,-0.818728,-3.595847,11.441677
1.083378,12.776521,-37.24443,0.424686,0.30842,-3.596112,12.783692
0.0,8.228846,-23.971725,7.514144,0.259316,-5.30845,12.954215
1.0,0.857257,-34.458464,1.408703,-0.070368,-2.651784,11.285
0.995417,-5.738247,-31.129943,1.007957,-0.664408,3.532617,15.615627
1.0,3.774895,-24.344241,1.178418,1.020058,-2.644185,11.350892
-0.438744,-0.588303,-25.267976,2.216158,-0.107388,1.605012,14.452959
-1.0,-5.638113,-37.228296,-2.195516,0.623156,5.195081,15.179166
1.482456,-2.418188,-37.239643,3.292526,0.50642,-9.620523,14.167751
1.0,6.404086,-38.305708,-1.432181,-0.962086,0.816192,13.064857
-1.0,2.041385,-28.049797,9.138111,-0.457414,-1.60045,12.910862
0.220924,6.105642,-28.563854,1.149714,0.037215,2.71379,14.878052
-1.0,-5.678349,-38.432395,1.337107,-0.430991,-4.781621,11.411816
1.030369,0.392066,-27.452972,-5.106927,0.834826,6.042198,13.483154
1.0,-1.302641,-40.42672,-2.302623,-0.501833,2.978035,10.788194
-0.496167,-3.820211,-39.056561,-8.833905,-0.28194,-3.531448,13.821089
0.0,-0.558433,-32.531069,-2.102649,-0.009975,-5.672071,12.897407
0.722529,5.332794,-34.272545,17.178589,0.377078,-1.858519,15.056842
0.0,6.519585,-36.543539,2.410349,-0.41946,-3.47785,13.563915
-1.0,9.589072,-39.598177,3.871291,-0.450207,-3.202924,12.312277
-0.471178,12.871304,-30.701303,3.605608,-0.653427,-3.206561,14.458727
-1.816591,4.064068,-35.72268,6.724813,0.272194,-2.059103,11.383219
-0.755112,1.758697,-26.49803,9.136998,0.087928,-3.102284,11.836235
1.0,3.193048,-31.402625,4.055698,0.989471,-0.511687,11.305884
0.0,-0.107309,-24.74828,0.726307,-0.04958,-6.088162,13.53553
1.0,5.208672,-40.977518,6.190442,0.246299,-5.833296,12.980426
-0.540288,5.770938,-34.251547,2.622666,-0.287306,4.678139,11.543032
