dw_ψ20,gy_φ11,jl_λ72,bh_μ3,mk_ξ4,bh_μ5,xr_λ76
1.0,-1.91081,0.531946,-73.680343,59.808402,1.390712,1.0
0.156692,4.636869,-6.658768,-10.173251,52.5373,1.625834,0.802191
0.285204,-3.724445,-7.674351,-45.353769,55.98184,1.707837,-1.0
0.0,30.234023,-5.597733,-42.10473,77.713495,1.469449,-1.225813
1.0,30.760022,-0.711708,-9.547344,55.229858,1.695296,0.0
0.442521,22.019282,1.772253,-88.135192,73.185372,1.164575,0.0
0.477733,3.749013,-3.007158,-89.282124,67.684552,2.262786,1.0
0.91108,22.732896,-2.619736,-7.283456,49.83339,2.371927,1.0
-0.105068,30.473261,0.201084,-72.584629,57.895214,1.27929,0.0
-0.241224,-1.676246,-1.806245,-34.62857,71.015124,2.132178,0.57908
1.0,24.8674,-10.171745,-7.109585,63.654371,2.212993,1.0
-0.938867,11.979828,-8.70103,-10.151895,68.342302,2.374121,-0.80464
1.0,17.722993,-3.531471,-73.452281,73.46335,1.922053,0.854987
0.0,-2.128184,-5.913599,-10.095049,48.251641,1.252594,-1.0
-0.576948,20.256878,-3.696058,-72.262942,76.048136,1.813112,-1.205654
-1.0,6.192284,-1.655285,-1.951776,70.166826,2.315325,-1.0
1.024516,21.559058,-11.632682,-89.853732,68.090412,2.06985,-0.256333
0.0,15.362015,1.822103,-71.054774,60.982958,1.351295,0.909757
1.0,1.026472,-0.592592,-71.545913,76.229068,1.772914,-0.870321
0.0,3.928938,-3.197516,-12.203711,70.212986,1.978176,-1.0
0.729611,8.841578,-0.019135,-7.48923,77.095388,1.579229,-1.0
-0.349614,6.038861,-1.642076,-32.250879,66.070471,1.331935,1.396706
-0.13698,26.428963,-10.800719,-31.661454,49.934793,1.16861,0.81971
1.0,22.708256,-2.457626,-61.650938,75.746358,2.655534,1.0
0.938449,29.242015,-4.065553,-90.040311,47.969688,1.748044,0.095186
1.0,-0.872222,-10.975316,-68.929885,72.328597,0.703672,0.045935
-0.692983,20.125256,-8.877217,-41.991263,70.927086,1.048208,-0.682965
1.0,15.145233,0.070908,-44.233664,47.89832,1.373555,-1.0
-1.0,21.129708,-2.054424,-62.184516,66.852388,1.331212,-1.675772
0.042528,22.663899,-9.304328,-53.707403,58.856304,1.967705,0.0
1.0,8.51939,-4.814255,-76.707309,45.357321,1.994787,1.0
0.20792,13.417229,-4.947431,-26.265521,47.464925,3.156882,0.0
0.0,-0.106924,-6.228499,-54.934318,51.564313,1.997192,0.709304
-1.0,-1.897819,-8.125943,-3.354168,71.503594,1.163933,-0.640761
-1.0,11.397985,-3.420663,-56.858663,59.887092,1.124231,0.0
-0.094147,17.789792,0.082547,-62.480447,77.119151,1.212204,-1.0
1.277738,2.835413,-4.034103,-1.402947,78.506559,1.490093,0.0
0.29204,10.34682,-6.481007,-87.14331,51.931998,1.994051,-1.0
1.0,27.817245,-5.842268,-5.064972,59.03875,1.506507,0.0
-1.0,4.283769,-7.285168,-18.171375,51.484126,0.939109,1.051379
-0.88721,25.947103,-8.208055,-90.230466,58.413988,1.285914,1.0
1.0,-1.548815,-0.354421,-34.574046,52.322014,1.032855,-0.141834
0.0,13.605083,-7.352867,-40.854411,65.539656,1.372677,-1.0
-0.622796,17.69289,0.29388,-23.037306,65.64788,2.72573,0.0
0.0,18.102679,-1.154877,-35.822313,64.801103,1.873118,0.0
-0.026344,14.675486,-8.509681,-72.285074,77.843458,1.741148,0.51756
0.986463,-3.662946,-2.721255,-85.369156,56.215172,1.54309,0.0
1.0,6.003719,-5.143744,-52.289553,77.815091,2.564995,-1.0
0.0,28.472677,-4.126038,-34.243503,64.040761,1.132395,-0.373521
-1.0,24.169885,-7.057389,-72.676233,79.183205,2.96609,1.007119
-1.0,5.669514,-0.826472,-28.796269,48.765545,2.425757,0.0
-1.822464,19.385695,-1.840963,-15.277339,57.532089,2.462979,-0.841997
0.455551,4.760196,-1.102184,-62.494617,55.218061,1.616955,0.362613
-1.0,-0.738946,0.868233,-8.045837,76.907807,1.840229,0.244842
-1.199645,-0.279785,-8.053151,-44.60075,61.327815,1.814933,0.0
-1.0,-3.056126,-0.391284,-27.210438,58.832596,1.231738,0.0
1.0,22.704843,-2.890026,-25.862025,63.498646,1.996937,0.407624
-0.3558,13.948,-2.843518,-70.020267,74.425758,2.385976,0.0
1.0,30.862631,-3.034124,-51.950913,62.947572,2.028954,1.0
-0.559584,17.770495,-1.578713,-41.848233,61.288849,1.2559,-1.526435
1.0,26.2799,-10.343996,-31.222648,75.373221,2.015547,-0.41312
0.858597,13.094899,-6.306364,-2.230726,46.430624,1.233617,0.515892
0.088899,28.064504,-6.336885,-76.79653,54.474569,2.231851,0.300898
0.530619,1.752628,-3.301088,-50.939764,57.769548,2.481791,0.0
1.226984,10.658704,-3.369421,-30.412841,48.358129,2.152224,1.03557
-1.443704,10.208716,-7.935625,-76.312242,56.754201,0.982829,0.0
-0.891041,12.368689,-1.04377,-10.415908,67.627662,0.821988,-1.0
0.288627,27.670747,-4.689254,-18.720711,78.543586,1.165129,1.0
0.0,26.821806,-7.475526,-71.587597,68.292903,1.976642,-0.247441
0.75167,14.248021,-7.041689,-29.254678,56.439779,2.048281,0.051066
-0.473309,28.245478,-8.167725,-53.381384,69.3163,1.946036,-1.561912
-1.229515,26.400271,-1.933521,-51.881597,55.567708,2.303801,1.0
0.688759,5.89904,-6.913588,-85.055804,60.858265,2.507393,-0.545197
-1.0,1.954493,-6.369354,-11.473888,79.216398,2.384819,0.0
0.0,4.698571,-8.262688,-71.51722,46.664254,1.25224,-0.944024
1.0,26.185918,-8.234544,-49.283661,62.672017,1.437452,-0.208892
0.403115,10.729288,-6.8029,-68.010448,73.282408,1.948151,1.0
0.39592,4.215547,-4.129181,-42.958462,45.9139,1.57276,1.161408
-1.0,1.551693,-5.755185,-69.132576,69.592852,2.263365,-0.150148
0.0,26.143112,-1.41831,-17.986219,68.167218,2.110302,0.715417
1.0,4.187186,-7.291016,-5.337259,53.207114,2.345882,1.099836
1.0,12.948883,-1.871811,-71.34957,67.050691,2.372024,-0.002927
0.756416,21.764272,-5.132353,-6.059506,44.393491,1.243299,-1.0
0.0,10.137212,-1.609036,-7.958088,51.226364,1.72308,1.057526
-1.0,5.966279,-8.350504,-21.716231,61.612658,2.248278,0.0
0.167346,18.475184,-5.313827,-58.472772,73.879787,1.976832,-0.044529
-1.802634,2.343806,-2.170248,-11.200065,77.035028,1.080767,-0.483028
-0.112677,1.121721,-8.780008,-56.485294,60.100719,1.26109,-1.502127
0.0,22.979982,-4.183422,-44.146765,69.592592,1.919895,1.0
1.0,25.572631,-3.261651,-33.338775,52.840351,1.219767,0.678934
-1.0,19.872804,-2.554882,-25.929633,50.931847,0.331793,1.0
0.0,23.095982,-4.834714,-1.083373,52.172846,1.184749,-0.054087
1.0,25.79514,-4.829027,-25.049345,78.788202,1.983814,1.0
0.915559,26.132159,1.811146,-64.780897,56.571781,2.469574,-0.373438
-1.78379,30.087936,-6.390426,-70.464323,68.027609,1.110226,0.693688
0.707919,9.642885,-6.01532,-68.129536,68.045754,1.591759,1.0
-1.0,18.431008,-8.953242,-38.273257,67.927935,2.831995,0.9569
1.370323,26.498448,-2.232755,-66.736565,77.991642,1.738846,1.0
0.0,1.604839,-9.750332,-56.359359,68.442123,1.656675,-0.258974
0.0,0.589261,-4.656104,-51.029971,76.226919,1.04222,-0.89151
0.0,24.35436,2.201779,-42.695944,68.128418,1.772459,0.288584
-1.0,11.023338,-5.796457,-9.326766,68.185643,2.201549,1.0
-0.360655,23.568078,-7.441301,-33.475494,75.756722,1.264526,0.0
0.097903,28.63841,-7.880153,-76.192588,64.952227,1.352486,-1.071332
-0.289029,1.960418,-8.549277,-36.607708,57.41896,2.138601,0.111457
0.825497,6.553533,3.184176,-67.750989,65.768905,1.834752,0.0
1.0,14.598062,0.317101,-70.195882,63.785525,1.807732,1.0
1.0,6.890484,-4.572937,-36.392131,71.039996,1.261591,1.496562
0.0,25.448799,-9.817331,-28.058604,62.993328,0.644285,0.78909
0.0,17.320001,0.593823,-0.714581,64.517193,2.089843,0.0
-0.558683,2.680064,-4.235193,-4.466034,69.126798,1.087957,-1.0
0.888826,4.911436,-8.349998,-18.893643,64.287605,2.342806,0.0
-0.993077,30.651019,2.58938,-33.898354,57.23918,1.868829,1.880653
0.0,4.618677,-3.352223,-73.98442,48.497659,1.407954,-0.178612
-0.495982,26.061005,-5.367834,-49.13248,75.421446,1.712946,1.0
0.0,14.226719,-0.245325,-76.740653,74.865032,1.189894,-0.265853
0.644063,18.999403,-6.778586,-27.46534,74.297021,3.560022,1.813874
0.0,24.090452,-7.474684,-5.475449,54.017834,1.083757,0.414256
1.89385,29.925505,-6.059629,-92.0444,68.676098,0.664943,-1.411021
0.0,18.840181,-6.445819,-5.35163,79.033372,2.564867,0.146452
0.29822,8.796628,-3.347516,-48.099767,73.248265,2.399291,-0.85503
0.0,2.503956,-6.926031,-34.403298,55.672598,2.13667,0.16608
-1.236377,18.023553,-8.182239,-51.344998,79.931798,2.379846,1.0
-1.129512,23.511818,-8.073065,-43.592892,56.736196,2.670782,0.045432
-1.0,16.197255,-8.970206,-35.331029,56.038819,1.895694,0.681893
1.0,16.228216,-3.452144,-28.347068,75.430098,1.296476,-0.217276
0.524645,21.824293,0.948336,-83.360012,53.603276,2.304027,0.56952
0.8943,23.341217,-0.922069,-12.002295,71.230896,1.22977,0.0
-1.0,-3.128866,-4.057804,-2.935926,64.385034,1.660237,0.540463
1.0,25.93469,-9.045164,-12.323494,75.927636,0.782764,1.957087
-1.0,30.310123,-12.109842,-37.353749,52.440902,2.298478,-1.0
0.611295,11.998133,-5.260184,-26.655701,74.945687,0.406058,0.060399
-0.858527,-3.207347,-1.434919,-64.361533,44.511861,1.360217,-0.390467
2.681795,6.887751,-5.000811,-83.622379,53.632659,1.209663,-1.0
0.0,29.379117,-1.223657,-10.005148,73.946202,1.578796,0.0
-2.454902,20.778522,0.849527,-9.311619,74.957237,1.442973,-0.741333
0.0,16.234789,-1.716978,-3.536104,76.159758,1.967594,0.547612
0.028052,16.986126,-1.838423,-34.59659,59.498386,2.265681,-0.098693
0.0,29.427859,0.580261,-7.838662,59.324562,1.939536,-0.816427
0.0,-2.753197,1.873352,-46.014434,74.618287,1.493995,-1.0
-1.0,12.841726,-15.659346,-71.688264,44.159817,1.599729,0.343428
0.115684,22.880472,-4.069271,-80.611887,52.104942,2.096954,-0.242087
1.0,7.438688,-2.229618,-54.467425,72.621934,2.525716,0.804552
-1.0,20.246634,-4.004921,-86.850292,56.861028,1.291544,-0.669008
1.018612,22.219687,-1.72107,-48.866693,73.071301,2.093672,-1.498334
1.0,5.656519,-0.964883,-41.343485,73.414954,1.628047,1.0
-0.511581,25.054795,-4.387075,-11.911158,51.791085,1.702997,-2.360309
0.0,11.795182,-5.476186,-36.765987,57.09695,0.527649,-0.850441
-0.659941,26.498345,-6.742702,-86.533739,44.67044,2.80224,1.12498
1.0,7.220896,-4.489172,-51.527326,59.143808,2.12859,0.0
1.334578,2.462258,1.073943,-2.456109,70.147152,1.833311,1.0
0.125171,11.711099,-5.840548,-92.077255,50.383311,1.611069,-0.975724
-1.0,22.190506,-5.230499,-77.237365,57.162631,0.926266,1.0
1.0,11.655154,-4.203953,-62.657292,50.315843,0.985743,0.233376
0.0,30.471364,-7.187708,-34.585792,52.315035,2.676557,1.0
0.0,5.244863,-11.005409,-61.783011,54.219637,2.404761,0.0
0.932218,2.621063,-11.825037,-59.350461,67.271604,1.684315,1.438743
-1.174917,26.254003,-1.774328,-17.375425,48.061917,2.126357,-1.0
0.0,30.686192,-3.611598,-60.871931,53.4974,1.457622,1.0
0.0,2.06451,-8.032707,-43.459725,55.943807,1.873388,-1.0
1.571054,6.653612,-3.217683,-17.005127,64.743737,2.282704,-1.0
-1.0,20.359743,0.263112,-56.557522,52.231858,1.694008,1.172482
-0.418276,-0.027545,-6.858326,-73.16885,58.626218,0.622824,-0.114962
0.0,17.952421,-1.982068,-38.050714,56.513611,2.243944,1.0
-0.447631,26.753751,-0.481496,-34.177481,53.869064,2.417144,1.217256
0.299357,28.192328,0.007881,-29.283829,61.735167,3.128216,0.355337
0.811366,14.00309,-6.527136,-87.444619,53.445608,1.521422,1.0
-1.836885,22.227543,1.618955,-49.267254,57.236536,1.707311,-1.0
0.072585,17.545257,-5.471455,-9.175707,59.42029,1.822678,-1.0
-1.0,14.089411,-4.712234,-49.226486,74.093069,1.571144,1.383551
0.917675,-3.48017,-3.191783,-13.365104,72.283425,1.837389,0.951272
1.513792,4.083281,-5.215379,-15.689836,55.870627,1.93875,1.0
-1.0,21.967449,-6.367845,-65.591391,57.462632,2.388921,-0.488431
-1.0,-2.223699,-5.394519,-75.061026,70.768919,1.178193,0.259499
0.0,24.537054,-7.069633,-40.097116,64.518986,2.635791,-1.0
0.0,7.413576,-6.269597,-55.430769,77.099318,1.267769,1.0
0.0,29.558944,-7.788933,-75.167791,71.142287,1.358763,0.0
-1.0,18.575032,1.570699,-21.747048,77.62199,2.145126,0.801804
0.0,1.846937,-3.582811,-59.006957,59.443291,2.236902,-1.0
1.200389,27.783236,1.530385,-67.860648,48.789105,2.393265,1.0
-0.431674,7.303235,-7.243804,-31.913957,65.449298,1.646185,1.0
0.589559,2.724956,-9.129631,-23.713262,74.400512,1.106754,1.0
-1.652593,7.318928,-6.994349,-51.090016,76.728646,2.326066,1.0
-0.086098,27.374083,-3.282518,-78.381961,66.955211,2.645634,0.128272
-0.312802,21.453092,-1.798894,-61.031559,66.066611,1.658409,0.257395
-0.971615,20.871718,-3.533716,-10.772522,66.980042,1.836164,-1.0
-0.640187,12.054245,-4.288048,-68.742487,75.273185,1.707332,1.0
1.0,4.222883,-5.237795,-11.762487,61.836806,1.725614,-1.0
0.0,29.337135,-8.343744,-53.160161,52.583433,0.791921,-1.781121
-1.0,18.0844,-2.255292,-67.354641,62.384687,1.867398,0.786621
1.0,6.383139,-4.993459,-1.291909,65.682967,2.059652,-1.0
0.0,10.385496,-1.192234,-39.200977,55.252726,1.859797,0.503652
-0.512022,23.178503,-0.825936,-82.041892,74.114668,1.201199,0.0
1.0,12.610343,-9.829939,-40.469602,65.922951,2.325228,1.0
-2.403929,7.41539,-3.202002,-19.291918,55.569666,2.640009,-0.023116
0.0,19.187256,-2.189367,-88.716157,74.510993,1.779895,-1.0
-1.374717,28.411308,-2.477268,-36.689211,67.635266,2.214859,1.0
-1.0,2.67692,-4.706318,-52.2514,78.108159,1.758923,0.0
0.0,-0.651024,-2.749527,-7.848409,44.477538,2.026111,-1.0
0.0,17.950712,-1.31202,-84.279873,46.773157,2.088096,1.444921
-1.0,29.170078,-11.589157,-78.119111,77.691294,2.159854,1.0
0.0,27.381068,-5.878067,-77.077639,75.611386,1.70001,0.0
0.0,3.909597,-4.129164,-71.416035,45.864749,2.307376,0.481207
1.351682,11.456638,-8.194018,-3.962908,45.748792,2.140245,0.651947
0.432818,5.257652,-5.968805,-90.462505,54.681274,0.900297,1.0
0.760276,13.288243,-6.433378,-11.584603,51.03726,2.425873,0.424679
-1.0,14.063632,-5.098116,-58.719388,73.227301,2.158373,1.0
-1.0,14.52035,-7.307265,-23.731805,48.277201,1.625742,0.0
-1.0,17.845429,-2.869686,-65.85635,58.125849,1.559107,0.2999
1.0,1.186204,-5.440889,-45.507472,44.650582,1.601181,-1.0
-1.0,-2.57141,0.917409,-77.038896,68.955707,1.550149,-0.313982
-0.841284,22.502024,-1.782487,-36.733685,65.55064,2.829761,1.0
-1.0,24.728637,-4.351122,-54.958846,69.472463,2.597715,0.0
0.0,14.833101,-2.386677,-21.905352,66.593668,2.5044,-0.445524
-1.0,6.317852,5.995521,-2.647047,60.361484,2.087875,1.0
-0.978729,21.285514,-4.047878,-28.021426,59.243538,2.750907,1.0
0.0,13.845583,-9.654733,-71.671512,70.6511,1.842879,-1.37614
0.0,0.769197,3.640563,-9.94156,67.831877,1.657209,0.0
-1.491372,15.231296,-4.770545,-89.344297,64.590358,1.272883,1.0
1.0,25.824731,-4.843571,-46.044649,67.745945,2.168067,-1.0
0.0,3.595142,-1.892684,-45.189417,66.059169,1.215388,0.032525
2.215455,27.244772,-1.448063,-89.805551,67.019345,1.557799,1.0
-0.308043,-0.416063,-7.496651,-59.790357,49.668481,2.552124,0.244769
-1.08191,5.327079,-4.460592,-43.337467,70.366303,2.722122,-1.0
0.77811,29.473628,-4.256056,-5.141726,71.355286,1.938949,1.0
0.855016,13.289581,-6.986405,-7.234069,70.288095,1.281327,2.497807
-0.58701,17.959861,-5.675265,-64.290634,53.427762,2.442093,-0.81037
-0.0845,6.490375,-1.315634,-67.947629,47.080223,0.713803,0.0
0.0,15.047197,-6.746159,-53.254517,74.746242,1.955024,1.0
0.110665,28.82169,-9.909545,-17.636281,54.754264,1.888947,-2.334025
-1.0,15.900701,-4.722025,-73.521765,76.909953,1.317802,-1.0
0.0,28.788794,-1.131905,-76.067432,44.762615,2.709457,1.0
0.300139,18.443655,-2.857515,-90.28156,56.814901,1.592708,-0.466599
-0.728476,-1.999474,-7.756822,-28.390252,72.77175,1.572573,0.0
-0.790278,0.044951,6.674289,-93.29552,57.823157,1.854019,-0.368286
1.470122,24.266361,-5.320914,-38.986938,53.871304,1.334377,0.0
-1.166227,27.70604,-5.732891,-10.498465,66.411711,0.908546,0.488863
1.0,24.781833,0.774023,-12.60171,64.787462,2.239272,-1.432286
0.0,18.385099,-5.345466,-51.671002,47.635244,2.117182,-1.0
-0.673211,13.938755,-4.75994,-10.566136,56.924453,0.587914,-1.050521
-1.0,12.185419,-5.059031,-11.182278,74.624156,1.577677,1.238122
0.421793,21.620496,4.445936,-90.356393,58.619366,0.898869,1.467089
-0.822013,27.699878,2.96128,-70.510371,44.932023,0.984852,0.952978
-1.111629,-1.876086,-2.119354,-9.923484,65.350311,1.004326,1.0
1.0,1.405274,-0.337719,-3.232961,55.870721,1.533758,0.0
0.983923,11.250338,-5.882882,-59.414648,70.939028,1.637595,0.097813
-1.0,12.922552,-3.291379,-37.990928,70.716064,1.292757,3.43834
-1.0,1.555502,-9.061604,-40.626606,44.846706,2.232047,1.0
-0.270473,5.798708,-6.282903,-38.749994,75.935447,2.73746,-0.925313
0.087025,26.661938,-5.715686,-66.36382,79.782688,1.488972,-1.0
1.0,19.543939,-2.978262,-1.22216,75.720577,1.441522,-0.30674
0.0,4.067633,-3.977905,-24.87363,76.196996,1.288465,0.296084
0.0,15.17919,-6.985959,-74.905066,55.988531,1.227105,0.695015
1.0,15.587362,-8.80531,-55.567799,60.121498,0.933843,1.0
0.940875,29.767264,-5.263979,-2.501215,66.045197,1.95706,-0.011083
-1.0,19.507437,-7.703619,-9.921443,72.090676,1.232584,0.054416
1.0,13.817909,-7.136265,-38.260771,47.202497,1.74163,-1.0
0.068512,10.463964,-14.215431,-10.62877,63.699567,1.101955,1.0
1.0,28.097751,-5.091149,-40.526093,49.797242,1.289604,0.0
1.0,26.13971,0.933024,-55.896818,47.634818,1.615067,0.0
1.0,11.627156,-5.968912,-9.435798,64.207824,1.70178,-1.786554
-1.0,14.185826,-9.745346,-74.824584,44.601414,1.60507,1.002018
1.0,3.941342,-9.761296,-19.15833,76.513397,0.495394,-1.425075
-1.0,-1.889168,-3.494601,-92.270262,57.266734,1.893944,0.0
-0.290045,19.898138,-6.206218,-81.328757,59.48452,1.256491,0.0
1.78643,5.943304,2.827275,-54.16112,57.604773,2.20076,0.0
-1.98369,-3.822115,2.41596,-60.639628,66.014768,1.832839,0.0
-0.149356,12.163574,-0.963282,-23.062171,56.6727,1.249512,0.582397
0.176391,-2.580667,-6.011014,-51.51082,72.641907,1.765204,1.0
-0.307186,21.832737,-3.093295,-93.347005,63.569058,1.694114,-1.0
-1.0,25.165883,-5.896125,-60.426951,61.297355,2.249959,0.270524
0.05184,24.11804,-3.697657,-83.611811,49.99742,2.073528,0.0
1.0,2.555055,-6.78962,-63.508195,54.178784,2.056088,-0.075515
2.081416,-0.822222,-1.055014,-1.694409,64.393353,1.024417,-1.0
-1.867919,-2.974873,-1.468053,-12.444766,73.283576,2.449504,1.0
0.160201,7.869138,-8.899953,-31.664938,69.692736,1.077527,-1.0
-0.566772,22.536333,-8.350878,-42.703518,78.533898,2.13881,-1.196778
0.738553,14.85721,-4.943186,-77.001293,55.062427,1.143181,1.0
1.0,19.553607,-5.556794,-9.987847,57.392469,1.384879,0.578745
-1.0,8.288084,-7.272001,-89.355272,46.812073,0.957012,-1.0
1.0,29.585219,-2.552359,-40.033057,71.074378,1.913636,-1.0
-1.0,15.321565,-0.433201,-57.050395,54.246881,0.985221,0.440699
-1.0,19.024016,3.130349,-47.151781,69.362875,1.747645,-1.0
0.213533,13.890183,-4.305646,-86.697413,56.118987,1.283385,0.0
1.0,-3.570058,-7.30303,-35.237281,48.560993,1.341042,0.0
0.0,12.690308,-2.884878,-27.925418,62.948458,2.091867,0.611688
0.383203,17.895916,-4.222094,-60.461466,59.216514,1.798906,-1.582687
0.36417,14.022573,-5.305539,-84.129015,71.988698,0.935495,-0.982067
0.76427,18.754192,-2.877575,-4.464898,74.811908,2.272867,-1.0
-0.12714,18.90093,-3.712092,-68.755169,73.210588,2.057458,0.0
1.0,22.928743,-10.767257,-76.809357,59.567914,1.666422,1.0
1.413441,21.072936,-2.720598,-46.397694,47.318821,2.357496,1.09349
-0.761891,7.430077,-4.054339,-91.549929,57.867913,0.244967,0.0
-0.311833,12.254014,-5.404115,-12.701274,72.650004,2.046548,0.024854
0.007203,-1.317014,0.87119,-0.327903,44.625543,1.382892,-0.122788
-0.747101,28.189725,0.211979,-18.247678,60.287113,0.991012,1.0
1.339296,-0.250488,-5.352655,-6.427847,72.364173,1.084982,-0.449705
-2.209644,6.692444,-8.581963,-1.975821,69.035269,0.526336,-0.632003
-0.560641,4.018834,-6.564574,-35.740021,59.899003,1.962781,-1.705254
-1.239953,22.629974,-8.207562,-0.212601,64.70234,1.630642,0.0
1.0,1.568313,-4.015759,-79.936294,59.820122,2.140265,0.0
-0.380522,7.66333,-1.100572,-36.336844,77.549709,1.851391,0.0
1.0,-3.739365,-0.896698,-17.551651,59.327389,2.37678,0.207446
0.0,29.976672,-5.583496,-54.196927,71.815151,1.631393,0.0
-0.495443,9.048828,-3.681799,-59.570794,52.579029,1.281283,-1.263239
1.0,16.82639,-1.033813,-71.920983,79.455687,1.372975,-1.0
-1.0,18.461126,-0.95995,-69.467748,69.76836,1.830405,1.0
1.0,14.524281,-2.26796,-82.291253,47.830674,0.786287,-1.0
0.0,29.703811,-5.771623,-85.77296,58.104545,1.634072,0.77496
0.201676,1.432305,-4.86128,-84.272852,48.955324,1.770415,-0.215205
0.954101,9.461473,-7.177166,-74.199743,47.035568,1.025051,1.0
-0.301628,29.996228,-6.090784,-76.807768,49.565599,1.955783,1.0
0.0,13.183969,-5.421873,-88.627049,79.653474,2.20904,0.0
-1.228721,10.638685,-0.696667,-66.419838,46.857928,1.065111,-0.198408
-0.902722,2.690857,-4.729994,-85.586333,49.23143,1.387005,0.0
1.58833,27.722983,-3.018325,-10.339888,50.340693,2.754779,-1.0
0.0,2.1161,-8.9744,-15.148834,70.510491,0.822551,-1.0
-0.674566,17.011143,-0.993773,-45.936091,55.043164,2.241821,-1.0
-0.55726,30.55944,-8.415227,-72.990779,78.853467,2.142253,0.542109
1.758497,1.073841,-6.232652,-84.569441,69.709836,2.059054,0.0
0.732894,27.950743,-3.123191,-78.282209,66.10498,2.147452,-1.0
0.0,1.917734,-5.236865,-62.829138,60.001129,2.162169,-1.20407
0.370487,-2.709126,-4.866617,-45.144591,79.073831,2.020656,0.0
1.857266,8.587809,-8.626306,-41.911327,54.494195,1.47596,1.566671
-0.502127,11.859699,-7.679245,-90.838378,49.552846,0.743393,0.085003
1.0,-0.885488,-3.937477,-17.332261,75.628808,1.923002,1.051364
-1.477794,14.960295,-1.880984,-81.307753,52.266056,1.997676,0.0
-1.0,-1.932783,-7.672489,-46.820369,78.672951,2.71065,0.0
-0.157612,25.967281,-4.056918,-18.782587,60.587708,2.354359,0.104886
-1.0,7.804352,-4.026278,-55.843813,54.326154,1.16413,1.0
-0.470013,-0.744169,-1.741516,-72.290396,45.568797,1.670721,-1.0
0.0,23.485627,-3.068983,-76.497464,67.09945,2.230518,0.833953
0.78278,-2.432825,-2.549371,-32.205517,51.372434,1.435771,1.0
-1.0,23.08788,0.512368,-6.731645,44.848733,0.927475,0.0
0.220556,29.07423,-5.307957,-78.680821,59.895986,1.100335,-0.241897
0.0,12.978925,-9.729161,-10.50685,56.086276,1.452548,-1.0
1.334987,2.743609,-3.127815,-60.499235,70.640245,2.171462,0.0
-1.0,1.205938,-3.552587,-81.86074,67.097109,1.34356,0.179983
0.282088,-1.441236,-5.876974,-33.171428,79.616008,2.083481,-1.0
1.543299,13.997343,-7.794246,-85.19949,51.198114,1.437455,1.0
0.0,4.807312,-5.521448,-52.793113,46.525594,2.285293,-0.655283
-1.0,30.583286,-7.848738,-38.199796,74.111725,2.863085,0.0
1.0,-2.00159,-6.452654,-8.538476,77.337564,2.52332,-0.592828
2.434474,21.045878,1.307848,-52.839787,47.653182,2.148298,0.51231
0.438138,-1.774685,-4.36557,-77.748515,79.610984,2.456631,1.481386
-1.560999,24.14234,-3.458448,-81.055153,47.364364,1.506845,-1.0
1.0,23.368851,-4.506595,-8.686169,65.856312,1.747346,1.0
-0.697222,6.261198,-6.458532,-77.917272,73.219793,1.461156,0.82081
-0.092889,2.435032,-4.773316,-49.95576,78.986438,1.818704,-0.022024
1.0,8.444769,-0.274926,-33.701968,50.84438,1.5932,-0.536714
0.0,27.184791,-1.226378,-59.41686,65.0331,2.022302,1.0
1.0,26.443944,-1.583784,-11.086465,69.756271,1.187445,0.0
-0.156019,-1.302748,-3.94186,-66.323786,61.081607,1.356639,-1.0
-1.0,-3.277154,-3.861433,-79.523797,62.17125,1.651846,-1.0
0.638637,20.045086,-6.121199,-68.137914,53.124609,0.897435,-0.854581
0.0,28.650089,-0.812202,-58.086497,78.411871,0.468767,1.378683
-1.0,7.090386,-6.484228,-78.455949,69.164662,2.245138,-0.067193
0.0,19.638136,1.302349,-16.642783,58.960851,1.426347,1.474082
0.41565,-2.517812,-4.252515,-18.271069,51.156978,1.397637,0.226908
0.0,8.338096,-5.378955,-64.846196,74.140818,1.843106,-1.0
0.50413,20.036129,-5.110997,-42.945038,72.744061,-0.224162,-1.0
0.035103,-0.202533,-6.053923,-46.999725,46.466202,2.583857,1.0
1.0,18.186394,-2.514529,-44.18655,58.525747,2.115758,0.0
-1.0,27.5481,-2.80161,-26.464439,78.132209,1.02719,0.924709
1.0,20.323395,-4.298336,-56.196923,59.207022,1.87706,0.32281
1.0,8.751624,-4.834686,-35.669023,54.530416,1.448571,0.498153
-0.677635,28.053878,0.795877,-41.090013,63.470325,1.038387,0.393185
0.0,24.130298,-3.878341,-47.319126,66.432866,1.781464,0.0
0.2329,18.923696,-5.186925,-49.265168,61.406624,3.005396,-1.0
-1.158896,11.080899,-2.197645,-37.045382,55.357463,1.170839,-0.819137
1.0,23.928738,-4.059676,-32.975953,65.15976,2.283151,0.0
0.007118,16.372994,-7.503384,-57.370037,73.963945,2.166216,0.884209
1.0,11.48448,-3.654956,-33.636209,60.584751,0.69066,1.0
1.0,26.00663,-9.595779,-84.100938,51.311397,1.432938,1.268897
-1.98601,19.517927,-2.042025,-93.418465,78.925778,2.987279,-0.09809
-1.243681,25.757956,-8.98947,-68.434888,78.166711,1.706352,-1.0
1.635925,-0.555362,-1.558614,-72.44581,74.02805,1.165611,0.13386
-0.430958,19.781412,-3.544516,-39.251972,70.11095,1.664143,1.0
-0.407114,3.114646,-8.001363,-80.287063,64.157053,2.223612,0.786546
